379 379 379 368 357 346 325 303 281 260 238 216 206 206 206 206 206 206 206 206
335 335 335 325 292 291 260 238 216 195 173 152 152 152 152 152 141 141 141 141
303 303 292 271 238 206 184 152 130 119 108 100 103 106 108 108 114 114 119 119
271 271 260 227 179 152 141 119 108 93 80 76 76 80 84 87 89 91 93 95
249 238 227 195 152 124 106 91 78 67 61 52 54 58 63 67 69 71 73 74
227 216 195 152 117 95 80 67 61 52 45 40 41 45 49 52 54 56 57 58
195 190 146 110 74 58 48 40 35 30 27 24 26 28 30 33 35 38 40 41
160 155 115 67 43 33 26 21 18 17 16 16 17 17 18 21 22 24 26 27
146 131 87 41 25 18 15 13 12 11 11 11 11 11 12 14 15 17 18 21
132 113 67 27 15 12 10 9.4 8.7 8.2 7.9 7.6 7.9 8.7 9.6 11 12 13 15 17
118 95 50 20 12 8.9 7.4 6.6 6.3 6.1 5.7 5.6 5.8 6.3 7.1 8.4 10 12 13 14
106 81 38 14 8.2 6.3 5.4 5 4.8 4.7 4.5 4.4 4.8 5.2 6.2 7.4 8.5 9.5 10 11
96 69 29 11 6.3 5.1 4.4 4.1 3.9 3.8 0 0 0 0 0 0 0 0 0 0
87 58 22 8 5 3.9 3.5 3.4 3.2 0 0 0 0 0 0 0 0 0 0 0
78 50 17 6.1 3.8 3.1 2.8 2.7 0 0 0 0 0 0 0 0 0 0 0 0
71 43 14 4.9 3.1 2.5 2.3 2.2 0 0 0 0 0 0 0 0 0 0 0 0
67 38 12 4.1 2.6 2.1 1.9 0 0 0 0 0 0 0 0 0 0 0 0 0
63 33 10 3.4 2.2 1.8 1.7 0 0 0 0 0 0 0 0 0 0 0 0 0
58 28 8.7 2.9 1.9 1.6 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0
55 25 7.4 2.5 1.7 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52 23 6.5 2.2 1.5 1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49 21 5.6 1.9 1.4 1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
47 18 5 1.7 1.3 1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44 16 4.4 1.6 1.2 1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 14 4 1.5 1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 13 3.6 1.4 1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  


0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
